#    x_shift     y_shift   expansion         E_unrelaxed           E_relaxed
        0.25      0.0625         1.5       -465.27420009       -472.21196128
        0.25      0.0625         2.0       -461.04539177       -468.82175249
        0.25       0.125        -1.0       -372.46451814       -461.20769128
        0.25       0.125        -0.5       -425.13186264        -470.4233055
        0.25       0.125         0.0       -451.70824933       -474.94295494
        0.25       0.125         0.5       -461.77113901       -476.49832956
        0.25       0.125         1.0       -463.33447549       -475.33369988
        0.25       0.125         1.5       -461.35350609       -472.66581826
        0.25       0.125         2.0       -458.20200615       -469.39193143
        0.25      0.1875        -1.0       -364.48163263       -461.28850201
        0.25      0.1875        -0.5       -408.75487744       -468.43557635
        0.25      0.1875         0.0       -435.47539896       -473.74766421
        0.25      0.1875         0.5       -449.91672377       -475.91652634
        0.25      0.1875         1.0       -455.67145268       -475.13195138
        0.25      0.1875         1.5       -456.13124892       -471.79453055
        0.25      0.1875         2.0       -454.61837053       -469.61501374
        0.25        0.25        -1.0        -373.2180317       -465.14085648
        0.25        0.25        -0.5       -409.82150522       -472.07809875
        0.25        0.25         0.0       -433.87122076       -475.52024068
        0.25        0.25         0.5       -448.13747355       -475.89927566
        0.25        0.25         1.0       -454.37594729       -474.13366655
        0.25        0.25         1.5       -455.37741682       -470.81297085
        0.25        0.25         2.0       -454.20141958       -467.00279692
        0.25      0.3125        -1.0       -410.48401131       -467.25619213
        0.25      0.3125        -0.5       -440.02673651       -474.50397836
        0.25      0.3125         0.0        -454.9330435       -477.70679878
        0.25      0.3125         0.5       -460.76670419       -477.61559279
        0.25      0.3125         1.0       -461.62171536       -475.11877263
        0.25      0.3125         1.5       -460.09326415       -471.19535091
        0.25      0.3125         2.0       -457.26027083       -467.89077017
        0.25       0.375        -1.0        -415.3398695       -465.83250634
        0.25       0.375        -0.5       -449.66173366       -473.74642367
        0.25       0.375         0.0       -464.92240972       -477.50249544
        0.25       0.375         0.5       -468.96848477       -477.40346693
        0.25       0.375         1.0       -467.93293879       -475.07876072
        0.25       0.375         1.5       -465.01686836       -472.26844237
        0.25       0.375         2.0       -460.81764789       -468.99369121
        0.25      0.4375        -1.0       -383.25766828        -462.6244437
        0.25      0.4375        -0.5       -432.31211177       -471.23906474
        0.25      0.4375         0.0       -456.72649969       -475.80811179
        0.25      0.4375         0.5       -465.18651357       -476.97918075
        0.25      0.4375         1.0       -465.72383329       -475.55031431
        0.25      0.4375         1.5       -463.22558145       -472.45188953
        0.25      0.4375         2.0        -459.5664904       -468.72944569
        0.25         0.5        -1.0       -363.87348799       -459.48415977
        0.25         0.5        -0.5       -413.13424204       -468.28016465
        0.25         0.5         0.0       -440.48510686       -473.51833746
        0.25         0.5         0.5       -453.57710804       -475.54061934
        0.25         0.5         1.0       -457.92966427       -475.03904044
        0.25         0.5         1.5       -457.54787158       -472.32083127
        0.25         0.5         2.0       -455.53908267       -468.85760721
        0.25      0.5625        -1.0        -367.5438593        -464.0207721
        0.25      0.5625        -0.5       -405.74608796       -471.06609051
        0.25      0.5625         0.0       -431.25027339       -474.52535189
        0.25      0.5625         0.5        -446.7115604       -475.28772274
        0.25      0.5625         1.0        -453.6923322       -474.64533077
        0.25      0.5625         1.5        -454.9742787       -471.30691216
        0.25      0.5625         2.0       -453.93798397       -467.71857944
        0.25       0.625        -1.0       -398.71614723        -466.9191958
        0.25       0.625        -0.5       -429.67271627        -474.0471461
        0.25       0.625         0.0       -447.42612911       -477.22903162
        0.25       0.625         0.5       -456.05759399       -477.27084481
        0.25       0.625         1.0       -458.71459336       -474.83682945
        0.25       0.625         1.5       -458.09000615       -470.72815269
        0.25       0.625         2.0       -455.92490042        -467.8058446
        0.25      0.6875        -1.0       -419.07097594        -466.7144419
        0.25      0.6875        -0.5       -450.44786026       -474.34583685
        0.25      0.6875         0.0       -464.03268876       -477.38888484
        0.25      0.6875         0.5       -467.57357607        -477.6083608
        0.25      0.6875         1.0       -466.60407536       -475.31020187
        0.25      0.6875         1.5       -463.90298439       -472.19083538
        0.25      0.6875         2.0       -459.96789702       -468.44114846
        0.25        0.75        -1.0       -395.72574574       -464.03629472
        0.25        0.75        -0.5       -439.49335774       -472.24470972
        0.25        0.75         0.0       -460.83888713       -476.27689478
        0.25        0.75         0.5        -467.6507936        -477.0707792
        0.25        0.75         1.0       -467.43410715        -475.5356545
        0.25        0.75         1.5        -464.6293053       -472.85032426
        0.25        0.75         2.0       -460.59301877       -469.67398655
        0.25      0.8125        -1.0       -365.87685857       -459.88639087
        0.25      0.8125        -0.5       -418.64027307       -468.70443184
        0.25      0.8125         0.0       -446.13071781       -474.18165426
        0.25      0.8125         0.5       -457.73591909       -476.04179372
        0.25      0.8125         1.0       -460.60876912       -474.73195947
        0.25      0.8125         1.5       -459.35928811       -472.10293209
        0.25      0.8125         2.0       -456.78104568       -469.16506299
        0.25       0.875        -1.0       -365.64791809        -462.4749559
        0.25       0.875        -0.5       -405.92276006       -470.00297173
        0.25       0.875         0.0       -432.04608075       -473.76826967
        0.25       0.875         0.5       -447.42096565        -475.6081962
        0.25       0.875         1.0       -454.17005205        -474.6230069
        0.25       0.875         1.5       -455.24364714       -471.48600603
        0.25       0.875         2.0       -454.07919301       -468.35638135
        0.25      0.9375        -1.0       -384.71757492       -466.19300916
        0.25      0.9375        -0.5       -418.52505563       -473.26546699
        0.25      0.9375         0.0       -439.74067912       -476.54294096
        0.25      0.9375         0.5       -451.50770492       -476.61932976
        0.25      0.9375         1.0       -456.15055604       -474.31351966
        0.25      0.9375         1.5       -456.44903112       -470.56387484
        0.25      0.9375         2.0       -454.87292992       -467.07399506
        0.25         1.0        -1.0       -417.51461584       -466.91760942
        0.25         1.0        -0.5       -447.27073973       -474.24854466
        0.25         1.0         0.0       -460.70260261       -477.30451498
        0.25         1.0         0.5       -464.77329227       -477.56593269
        0.25         1.0         1.0       -464.39433123       -475.03102145
        0.25         1.0         1.5       -462.15106473       -471.32432834
        0.25         1.0         2.0       -458.69319283        -468.8811627
      0.3125         0.0        -1.0       -420.51617141       -467.16568252
      0.3125         0.0        -0.5       -449.02882933       -474.57140513
      0.3125         0.0         0.0       -461.80775925       -477.80850088
      0.3125         0.0         0.5       -465.46225867       -477.57345873
      0.3125         0.0         1.0       -464.73981448       -475.05227289
      0.3125         0.0         1.5       -462.21925097       -471.23591023
      0.3125         0.0         2.0       -458.58887905       -468.85639373
      0.3125      0.0625        -1.0       -405.32347525       -465.04744704
      0.3125      0.0625        -0.5       -444.73985894       -473.18950031
      0.3125      0.0625         0.0       -463.35338087       -477.03260623
      0.3125      0.0625         0.5       -468.86081393       -477.32184849
      0.3125      0.0625         1.0       -468.16795584       -475.04878582
      0.3125      0.0625         1.5        -465.1788201        -471.9864409
      0.3125      0.0625         2.0       -460.92873129       -468.56928446
      0.3125       0.125        -1.0       -375.20939919       -461.33985764
      0.3125       0.125        -0.5       -425.75138929       -470.01780515
      0.3125       0.125         0.0       -451.71332276       -475.19271193
      0.3125       0.125         0.5       -461.61035883       -476.62094981
      0.3125       0.125         1.0       -463.19880634       -475.82179991
      0.3125       0.125         1.5       -461.31649522       -471.85527558
      0.3125       0.125         2.0        -458.2235451       -469.31351484
      0.3125      0.1875        -1.0       -358.64260904        -461.7311795
      0.3125      0.1875        -0.5       -403.86602344       -468.53420583
      0.3125      0.1875         0.0       -432.09265918       -472.79701107
      0.3125      0.1875         0.5       -447.73069597       -475.62193906
      0.3125      0.1875         1.0       -454.40552696       -474.26426204
      0.3125      0.1875         1.5        -455.5470205       -472.00483453
      0.3125      0.1875         2.0       -454.47453712       -470.03979757
      0.3125        0.25        -1.0       -364.96484143       -465.14596771
      0.3125        0.25        -0.5        -405.7159099       -472.15910509
      0.3125        0.25         0.0       -431.75763225       -475.52083329
      0.3125        0.25         0.5       -447.01635277       -475.70107969
      0.3125        0.25         1.0       -453.79582045       -473.97249381
      0.3125        0.25         1.5       -455.11687787       -470.81584667
      0.3125        0.25         2.0       -454.13497548       -467.78388757
      0.3125      0.3125        -1.0       -414.45213923       -467.25129414
      0.3125      0.3125        -0.5       -442.52575588       -474.49040866
      0.3125      0.3125         0.0       -456.45810795       -477.66989665
      0.3125      0.3125         0.5       -461.67714977       -477.54098131
      0.3125      0.3125         1.0       -462.10410369       -475.01911149
      0.3125      0.3125         1.5       -460.26092351       -470.97002753
      0.3125      0.3125         2.0       -457.23112256       -468.18535741
      0.3125       0.375        -1.0       -414.85938333        -466.1369959
      0.3125       0.375        -0.5       -449.25016428        -473.8692283
      0.3125       0.375         0.0       -464.81099275       -477.36820627
      0.3125       0.375         0.5       -468.97764415        -477.3169777
      0.3125       0.375         1.0       -467.91573726       -474.93771249
      0.3125       0.375         1.5       -464.90687479       -471.86716078
      0.3125       0.375         2.0       -460.65745625       -469.11329069
      0.3125      0.4375        -1.0       -383.25763213       -462.61397749
      0.3125      0.4375        -0.5       -432.31207481       -471.46740134
      0.3125      0.4375         0.0       -456.72649961       -475.84235487
      0.3125      0.4375         0.5       -465.18657409       -476.99941865
      0.3125      0.4375         1.0       -465.72385498       -475.63806201
      0.3125      0.4375         1.5       -463.22546395       -472.74758082
      0.3125      0.4375         2.0       -459.56624567       -468.29215504
      0.3125         0.5        -1.0       -364.95088085       -460.17986415
      0.3125         0.5        -0.5       -411.48244482       -468.65559684
      0.3125         0.5         0.0        -438.6676107       -474.29760974
      0.3125         0.5         0.5       -452.17584591       -476.04372144
      0.3125         0.5         1.0       -457.04115465       -475.06757984
      0.3125         0.5         1.5       -457.15191184       -471.87866178
      0.3125         0.5         2.0       -455.46690317       -469.53690724
      0.3125      0.5625        -1.0        -351.4891236       -463.72520322
      0.3125      0.5625        -0.5       -398.01149656       -470.73072382
      0.3125      0.5625         0.0        -427.2715576       -474.24064924
      0.3125      0.5625         0.5       -444.56950975       -474.97586541
      0.3125      0.5625         1.0       -452.57016293       -474.18910896
      0.3125      0.5625         1.5       -454.46170434       -470.93970336
      0.3125      0.5625         2.0       -453.79690493       -469.14836146
      0.3125       0.625        -1.0       -402.23814874       -466.87956756
      0.3125       0.625        -0.5       -431.85261316       -474.02506822
      0.3125       0.625         0.0       -448.70145023       -477.25022329
      0.3125       0.625         0.5       -456.78733687       -477.20114689
      0.3125       0.625         1.0       -459.10101439       -474.81255488
      0.3125       0.625         1.5       -458.24834171       -470.52504513
      0.3125       0.625         2.0       -455.94061861       -467.10969405
      0.3125      0.6875        -1.0       -420.40999467       -466.80125542
      0.3125      0.6875        -0.5       -451.05963863       -474.40835578
      0.3125      0.6875         0.0       -464.48442513       -477.65581871
      0.3125      0.6875         0.5       -467.88671548       -477.56813624
      0.3125      0.6875         1.0       -466.73449643       -474.99467777
      0.3125      0.6875         1.5        -463.8534227       -471.61406736
      0.3125      0.6875         2.0       -459.80980129       -468.51509545
      0.3125        0.75        -1.0       -393.94719156       -463.86045008
      0.3125        0.75        -0.5       -438.77421921       -472.53481538
      0.3125        0.75         0.0       -460.59579945       -476.45857775
      0.3125        0.75         0.5       -467.60534287        -477.0352707
      0.3125        0.75         1.0       -467.42944021        -475.3933593
      0.3125        0.75         1.5       -464.58965585       -472.16613418
      0.3125        0.75         2.0       -460.53890969       -468.59950654
      0.3125      0.8125        -1.0       -369.77456508       -460.18047837
      0.3125      0.8125        -0.5       -418.90588893       -469.10351446
      0.3125      0.8125         0.0       -445.56633532       -474.92545966
      0.3125      0.8125         0.5        -457.0949864       -476.54591669
      0.3125      0.8125         1.0       -460.15458258       -475.46158424
      0.3125      0.8125         1.5       -459.17854756       -472.08051517
      0.3125      0.8125         2.0       -456.77673846       -469.90952172
      0.3125       0.875        -1.0       -351.69902444       -461.91178384
      0.3125       0.875        -0.5        -398.1146948       -469.20765499
      0.3125       0.875         0.0       -427.63736088       -473.16947852
      0.3125       0.875         0.5       -444.88064489       -474.69030871
      0.3125       0.875         1.0       -452.78959716       -474.25933406
      0.3125       0.875         1.5       -454.60553115       -471.10182545
      0.3125       0.875         2.0       -453.90560079       -469.77148187
      0.3125      0.9375        -1.0       -384.71759706       -466.20919336
      0.3125      0.9375        -0.5       -418.52505999       -473.25497331
      0.3125      0.9375         0.0       -439.74067742       -476.51418932
      0.3125      0.9375         0.5       -451.50774392       -476.62067456
      0.3125      0.9375         1.0       -456.15067437       -474.24845739
      0.3125      0.9375         1.5       -456.44919154       -470.49590742
      0.3125      0.9375         2.0        -454.8730913       -467.00816762
      0.3125         1.0        -1.0       -420.51617141       -467.24480544
      0.3125         1.0        -0.5       -449.02882933       -474.31536368
      0.3125         1.0         0.0       -461.80775925       -477.80347908
      0.3125         1.0         0.5       -465.46225867       -477.63408085
      0.3125         1.0         1.0       -464.73981448       -475.07040007
      0.3125         1.0         1.5       -462.21925097       -471.02823936
      0.3125         1.0         2.0       -458.58887905       -468.48843874
       0.375         0.0        -1.0       -419.27244589       -467.34024053
       0.375         0.0        -0.5       -448.30258356        -474.6988539
       0.375         0.0         0.0       -461.34968772       -477.94220437
       0.375         0.0         0.5       -465.17933302       -477.74131652
       0.375         0.0         1.0       -464.59726194       -475.17947329
       0.375         0.0         1.5       -462.19161016        -471.0702916
       0.375         0.0         2.0        -458.6317527       -468.47586462
       0.375      0.0625        -1.0       -407.84383908       -465.03987468
       0.375      0.0625        -0.5       -446.04144735       -473.28810008
       0.375      0.0625         0.0       -463.85905716       -476.80906732
       0.375      0.0625         0.5       -469.00109546       -477.33444971
       0.375      0.0625         1.0       -468.23376531       -475.44723769
       0.375      0.0625         1.5       -465.31392558        -473.1849507
       0.375      0.0625         2.0       -461.09422071       -468.88645908
       0.375       0.125        -1.0         -377.852654        -461.0804413
       0.375       0.125        -0.5         -426.365985       -469.93988898
       0.375       0.125         0.0       -451.71774642       -474.40546719
       0.375       0.125         0.5       -461.44748842       -476.56371952
       0.375       0.125         1.0       -463.06358419       -475.91137186
       0.375       0.125         1.5       -461.27944672       -472.70998374
       0.375       0.125         2.0       -458.24668075       -468.79940102
       0.375      0.1875        -1.0       -363.00932149       -461.63002136
       0.375      0.1875        -0.5       -407.39028489       -468.79055333
       0.375      0.1875         0.0       -434.49171063       -473.23044016
       0.375      0.1875         0.5       -449.27591441       -475.60023563
       0.375      0.1875         1.0       -455.30136734       -474.75985482
       0.375      0.1875         1.5       -455.96051321       -472.14866527
       0.375      0.1875         2.0       -454.57608133       -469.95988159
       0.375        0.25        -1.0       -382.78075675       -465.31290231
       0.375        0.25        -0.5       -415.18165341       -472.16526817
       0.375        0.25         0.0       -436.79580497       -475.41892931
       0.375        0.25         0.5       -449.72239941       -476.06994573
       0.375        0.25         1.0       -455.19132823       -474.46438858
       0.375        0.25         1.5       -455.74436363        -471.0564805
       0.375        0.25         2.0       -454.29627473       -465.99013542
       0.375      0.3125        -1.0        -414.4520836        -467.2332977
       0.375      0.3125        -0.5         -442.525724       -474.45214351
       0.375      0.3125         0.0       -456.45810902        -477.6007984
       0.375      0.3125         0.5       -461.67717884       -477.43103892
       0.375      0.3125         1.0       -462.10407978       -475.02357402
       0.375      0.3125         1.5       -460.26078585       -470.98924312
       0.375      0.3125         2.0       -457.23092661       -468.79572382
       0.375       0.375        -1.0       -415.33981243       -466.40375761
       0.375       0.375        -0.5       -449.66169689       -473.75987498
       0.375       0.375         0.0          -464.92241       -477.24203079
       0.375       0.375         0.5       -468.96855277       -477.17839165
       0.375       0.375         1.0       -467.93299034       -475.35749416
       0.375       0.375         1.5       -465.01677231       -472.18875394
       0.375       0.375         2.0       -460.81743008       -468.68470385
       0.375      0.4375        -1.0       -387.75620426       -462.37922553
       0.375      0.4375        -0.5       -433.75967948       -471.27150774
       0.375      0.4375         0.0       -457.06575153       -475.43039526
       0.375      0.4375         0.5       -465.13392245       -477.07574353
       0.375      0.4375         1.0       -465.63452614       -476.10114689
       0.375      0.4375         1.5       -463.24521319       -472.37613811
       0.375      0.4375         2.0       -459.64289552       -468.02006169
       0.375         0.5        -1.0       -364.59876388        -459.8115483
       0.375         0.5        -0.5       -412.18431498       -468.24230211
       0.375         0.5         0.0       -439.42164606       -473.92458381
       0.375         0.5         0.5       -452.75739345       -475.89406803
       0.375         0.5         1.0       -457.40941593       -475.05523564
       0.375         0.5         1.5       -457.31626873       -472.26178413
       0.375         0.5         2.0       -455.49662944       -470.46973128
       0.375      0.5625        -1.0       -372.63987059       -464.02213438
       0.375      0.5625        -0.5       -408.64103839       -471.12928818
       0.375      0.5625         0.0       -432.85367791       -474.58030089
       0.375      0.5625         0.5       -447.59964524       -475.38273506
       0.375      0.5625         1.0       -454.15482863       -474.32379116
       0.375      0.5625         1.5       -455.18606564       -471.54477316
       0.375      0.5625         2.0       -453.99692423       -468.11249923
       0.375       0.625        -1.0       -405.61623162       -466.83807814
       0.375       0.625        -0.5       -433.99518108       -473.93279206
       0.375       0.625         0.0       -449.97589199       -477.14455583
       0.375       0.625         0.5       -457.51103833       -477.08198136
       0.375       0.625         1.0       -459.48453777        -474.5299878
       0.375       0.625         1.5       -458.40477987       -471.17294103
       0.375       0.625         2.0       -455.95684393       -468.64426966
       0.375      0.6875        -1.0       -419.46561266       -467.07658265
       0.375      0.6875        -0.5       -450.62999437       -474.64635388
       0.375      0.6875         0.0       -464.16372989       -477.56212885
       0.375      0.6875         0.5       -467.66575903       -477.79376594
       0.375      0.6875         1.0       -466.64202861       -475.04267354
       0.375      0.6875         1.5       -463.88893544       -471.46958546
       0.375      0.6875         2.0       -459.92105035       -468.86207467
       0.375        0.75        -1.0       -398.19861072       -463.86172794
       0.375        0.75        -0.5       -440.51319988       -472.24210521
       0.375        0.75         0.0       -461.18610457       -476.25670457
       0.375        0.75         0.5       -467.71538749       -477.01661206
       0.375        0.75         1.0       -467.44408788       -475.64728812
       0.375        0.75         1.5       -464.68699973       -473.34300164
       0.375        0.75         2.0       -460.67067468        -468.8245878
       0.375      0.8125        -1.0       -369.77458186       -460.14462508
       0.375      0.8125        -0.5        -418.9059134       -469.11905794
       0.375      0.8125         0.0       -445.56633902       -474.78214362
       0.375      0.8125         0.5       -457.09496445       -476.39816785
       0.375      0.8125         1.0          -460.15461       -474.88623317
       0.375      0.8125         1.5       -459.17867484       -472.54786493
       0.375      0.8125         2.0        -456.7769518       -469.54731791
       0.375       0.875        -1.0       -365.64791951        -462.4749559
       0.375       0.875        -0.5        -405.9227551       -470.05140036
       0.375       0.875         0.0       -432.04608229       -473.72627519
       0.375       0.875         0.5       -447.42100267       -475.60585848
       0.375       0.875         1.0        -454.1701497       -475.12293864
       0.375       0.875         1.5         -455.243786       -471.26242339
       0.375       0.875         2.0       -454.07933446       -469.47630094
       0.375      0.9375        -1.0       -394.37221615       -466.23484371
       0.375      0.9375        -0.5       -424.23257142       -473.11267685
       0.375      0.9375         0.0       -442.95674261       -476.25730206
       0.375      0.9375         0.5       -453.27353698       -476.49684917
       0.375      0.9375         1.0       -457.06813672       -474.44749171
       0.375      0.9375         1.5       -456.84974036        -470.9771358
       0.375      0.9375         2.0       -454.95687246       -467.59107201
       0.375         1.0        -1.0       -419.27244589       -467.34973869
       0.375         1.0        -0.5       -448.30258356       -474.73214001
       0.375         1.0         0.0       -461.34968772       -477.86464218
       0.375         1.0         0.5       -465.17933302       -477.78648021
       0.375         1.0         1.0       -464.59726194       -475.23354328
       0.375         1.0         1.5       -462.19161016       -471.09366291
       0.375         1.0         2.0        -458.6317527       -467.00209714
      0.4375         0.0        -1.0       -418.02969972       -467.34597638
      0.4375         0.0        -0.5       -447.57381678       -474.02333442
      0.4375         0.0         0.0       -460.89206728       -477.95345041
      0.4375         0.0         0.5       -464.89279112       -477.54616041
      0.4375         0.0         1.0       -464.45391965       -475.05416581
      0.4375         0.0         1.5       -462.16314833       -471.21831406
      0.4375         0.0         2.0       -458.67528379       -468.12686863
      0.4375      0.0625        -1.0        -406.0658341       -465.16651724
      0.4375      0.0625        -0.5         -445.119981       -472.98473109
      0.4375      0.0625         0.0       -463.49975341       -476.87483636
      0.4375      0.0625         0.5       -468.90169908       -477.31655352
      0.4375      0.0625         1.0       -468.18598564       -475.20249869
      0.4375      0.0625         1.5       -465.21814457       -472.63497506
      0.4375      0.0625         2.0       -460.97662933       -468.60636449
      0.4375       0.125        -1.0       -371.29747325        -461.0187432
      0.4375       0.125        -0.5       -424.87351041       -470.35974916
      0.4375       0.125         0.0       -451.70670209       -474.95904936
      0.4375       0.125         0.5       -461.83707341       -476.23857825
      0.4375       0.125         1.0       -463.39062106        -474.9818487
      0.4375       0.125         1.5       -461.36866596       -472.20842005
      0.4375       0.125         2.0       -458.19308768       -470.21461953
      0.4375      0.1875        -1.0       -363.00933362       -461.29734264
      0.4375      0.1875        -0.5       -407.39029138       -468.73050594
      0.4375      0.1875         0.0       -434.49170972       -473.30321215
      0.4375      0.1875         0.5       -449.27588925       -475.60023563
      0.4375      0.1875         1.0       -455.30127418       -474.82502758
      0.4375      0.1875         1.5       -455.96034972       -471.82073738
      0.4375      0.1875         2.0       -454.57588747       -470.65416396
      0.4375        0.25        -1.0       -364.96485133       -465.16863505
      0.4375        0.25        -0.5       -405.71592224       -472.17376071
      0.4375        0.25         0.0       -431.75763438       -475.52570269
      0.4375        0.25         0.5       -447.01630758       -475.67163327
      0.4375        0.25         1.0       -453.79570832       -474.25770863
      0.4375        0.25         1.5       -455.11673996       -470.65918789
      0.4375        0.25         2.0       -454.13484978       -468.42025824
      0.4375      0.3125        -1.0       -410.48405057       -467.27571075
      0.4375      0.3125        -0.5       -440.02675797        -474.0494235
      0.4375      0.3125         0.0        -454.9330446       -477.74487768
      0.4375      0.3125         0.5       -460.76669218       -477.61509617
      0.4375      0.3125         1.0       -461.62172401       -475.11676216
      0.4375      0.3125         1.5       -460.09331949       -470.92465688
      0.4375      0.3125         2.0       -457.26035252        -468.3340102
      0.4375       0.375        -1.0       -415.14402503       -466.10656893
      0.4375       0.375        -0.5       -449.49183012       -473.84333199
      0.4375       0.375         0.0       -464.87487711       -477.40004284
      0.4375       0.375         0.5       -468.97173782       -477.32174605
      0.4375       0.375         1.0       -467.92472931       -475.22752326
      0.4375       0.375         1.5          -464.97162       -471.83320041
      0.4375       0.375         2.0       -460.75068835       -468.74156655
      0.4375      0.4375        -1.0       -381.32917182        -462.4142829
      0.4375      0.4375        -0.5       -431.71134455       -471.40543403
      0.4375      0.4375         0.0       -456.58789738       -475.73215334
      0.4375      0.4375         0.5       -465.20725864       -476.64816361
      0.4375      0.4375         1.0       -465.76208051        -474.9415002
      0.4375      0.4375         1.5       -463.21790981       -472.59748424
      0.4375      0.4375         2.0       -459.53595325       -469.30261176
      0.4375         0.5        -1.0       -364.11338371        -460.1408839
      0.4375         0.5        -0.5       -412.86162567       -468.64418986
      0.4375         0.5         0.0       -440.17338334       -473.89274924
      0.4375         0.5         0.5       -453.33742656       -475.63399985
      0.4375         0.5         1.0       -457.77737663       -474.86379187
      0.4375         0.5         1.5       -457.48007978       -471.93457466
      0.4375         0.5         2.0       -455.52652396       -468.55017019
      0.4375      0.5625        -1.0       -358.98626806       -463.75001534
      0.4375      0.5625        -0.5       -401.35697464       -470.81766966
      0.4375      0.5625         0.0       -428.93708635       -474.33170765
      0.4375      0.5625         0.5        -445.4576661       -475.14721904
      0.4375      0.5625         1.0       -453.03580462        -474.3310165
      0.4375      0.5625         1.5       -454.67396647       -470.87044213
      0.4375      0.5625         2.0       -453.85507543       -467.64492764
      0.4375       0.625        -1.0       -397.21359664       -466.89715317
      0.4375       0.625        -0.5         -428.758346       -473.97175054
      0.4375       0.625         0.0       -446.89745319       -477.17525264
      0.4375       0.625         0.5       -455.75387284       -477.21018791
      0.4375       0.625         1.0       -458.55387733       -474.79137329
      0.4375       0.625         1.5       -458.02406519       -470.66741767
      0.4375       0.625         2.0       -455.91876971       -466.32812055
      0.4375      0.6875        -1.0       -419.46570134       -467.07589472
      0.4375      0.6875        -0.5       -450.63005391       -474.26026229
      0.4375      0.6875         0.0       -464.16373435       -477.84907697
      0.4375      0.6875         0.5       -467.66567903       -477.25527613
      0.4375      0.6875         1.0       -466.64197485       -475.18842914
      0.4375      0.6875         1.5       -463.88906767        -471.8168735
      0.4375      0.6875         2.0        -459.9213173        -468.0115689
      0.4375        0.75        -1.0       -393.94725442       -463.84858244
      0.4375        0.75        -0.5       -438.77427127       -472.53497365
      0.4375        0.75         0.0       -460.59580683       -476.47657736
      0.4375        0.75         0.5       -467.60528652       -477.03462689
      0.4375        0.75         1.0       -467.42940808       -475.26767115
      0.4375        0.75         1.5       -464.58974656       -472.87801024
      0.4375        0.75         2.0       -460.53911046       -469.07943712
      0.4375      0.8125        -1.0       -365.87687744       -459.89797267
      0.4375      0.8125        -0.5       -418.64027801       -469.08785324
      0.4375      0.8125         0.0       -446.13072135        -474.3448693
      0.4375      0.8125         0.5        -457.7359298       -475.71594842
      0.4375      0.8125         1.0       -460.60875775       -474.67821615
      0.4375      0.8125         1.5        -459.3592343       -472.07913113
      0.4375      0.8125         2.0       -456.78095661       -470.64773014
      0.4375       0.875        -1.0       -360.59031295       -462.37449286
      0.4375       0.875        -0.5       -402.84666641       -469.77919108
      0.4375       0.875         0.0       -430.24041133       -473.57700018
      0.4375       0.875         0.5       -446.36846891       -475.42405961
      0.4375       0.875         1.0       -453.59934889       -474.55782785
      0.4375       0.875         1.5       -454.97952988       -471.32660412
      0.4375       0.875         2.0       -454.00685574       -469.16454659
      0.4375      0.9375        -1.0        -380.1647485       -466.20536468
      0.4375      0.9375        -0.5       -416.02859108       -473.18377331
      0.4375      0.9375         0.0       -438.39230257       -476.51986362
      0.4375      0.9375         0.5       -450.77303765        -476.6089255
      0.4375      0.9375         1.0       -455.76732968        -474.3627275
      0.4375      0.9375         1.5        -456.2813926       -470.66494546
      0.4375      0.9375         2.0       -454.83901875       -467.82083125
      0.4375         1.0        -1.0       -418.02969972       -467.34784518
      0.4375         1.0        -0.5       -447.57381678       -474.33554316
      0.4375         1.0         0.0       -460.89206728       -477.98687695
      0.4375         1.0         0.5       -464.89279112       -477.84693874
      0.4375         1.0         1.0       -464.45391965       -475.28653934
      0.4375         1.0         1.5       -462.16314833       -471.08327199
      0.4375         1.0         2.0       -458.67528379       -468.43563377
         0.5         0.0        -1.0       -421.03237127       -467.05303021
         0.5         0.0        -0.5        -449.3287498       -474.36530495
         0.5         0.0         0.0       -461.99785976       -477.56010364
         0.5         0.0         0.5       -465.57850973       -477.41981135
         0.5         0.0         1.0       -464.79888513       -474.85786683
         0.5         0.0         1.5       -462.23027995       -471.18634395
         0.5         0.0         2.0       -458.57098223        -467.2528348
         0.5      0.0625        -1.0       -406.06573477       -465.46593143
         0.5      0.0625        -0.5       -445.11991746       -473.28255579
         0.5      0.0625         0.0       -463.49974766       -477.13584777
         0.5      0.0625         0.5       -468.90178457       -477.33844756
         0.5      0.0625         1.0       -468.18604476       -475.17507211
         0.5      0.0625         1.5       -465.21802144       -472.41492612
         0.5      0.0625         2.0       -460.97634967       -468.66894637
         0.5       0.125        -1.0       -377.85260461       -461.52985227
         0.5       0.125        -0.5       -426.36594793        -469.8316659
         0.5       0.125         0.0       -451.71774011       -474.57458612
         0.5       0.125         0.5       -461.44751957       -476.32203178
         0.5       0.125         1.0       -463.06358257       -475.52316532
         0.5       0.125         1.5        -461.2793549       -472.71266323
         0.5       0.125         2.0        -458.2465062       -469.49158266
         0.5      0.1875        -1.0       -358.64258076       -461.25426246
         0.5      0.1875        -0.5       -403.86601626       -467.89788267
         0.5      0.1875         0.0        -432.0926582       -472.81049846
         0.5      0.1875         0.5        -447.7307063        -475.6160193
         0.5      0.1875         1.0       -454.40556499       -474.73605256
         0.5      0.1875         1.5       -455.54708743       -471.54708753
         0.5      0.1875         2.0       -454.47461673       -468.94980224
         0.5        0.25        -1.0       -373.21802103       -465.14874437
         0.5        0.25        -0.5       -409.82149832        -472.1907432
