#    x_shift     y_shift   expansion         E_unrelaxed           E_relaxed
      0.0625      0.0625         2.0       -461.09433684       -468.90464179
      0.0625       0.125        -1.0       -375.20941903       -461.02670098
      0.0625       0.125        -0.5       -425.75141656       -470.10607457
      0.0625       0.125         0.0       -451.71332234        -475.2829971
      0.0625       0.125         0.5        -461.6103123       -476.87248653
      0.0625       0.125         1.0       -463.19880826       -475.89228998
      0.0625       0.125         1.5       -461.31662593       -472.58633252
      0.0625       0.125         2.0       -458.22379253       -468.73636255
      0.0625      0.1875        -1.0       -364.48163791       -461.03880592
      0.0625      0.1875        -0.5       -408.75487629       -468.99274189
      0.0625      0.1875         0.0       -435.47539971       -473.31439334
      0.0625      0.1875         0.5       -449.91673427       -475.39360032
      0.0625      0.1875         1.0       -455.67149149       -475.12272125
      0.0625      0.1875         1.5       -456.13131686       -471.57167412
      0.0625      0.1875         2.0       -454.61845109       -470.21509724
      0.0625        0.25        -1.0       -380.17607874       -465.25986959
      0.0625        0.25        -0.5       -413.66019873       -472.16051493
      0.0625        0.25         0.0       -435.94773608       -475.39324622
      0.0625        0.25         0.5       -449.25753959       -476.01512119
      0.0625        0.25         1.0       -454.95317277       -474.43252065
      0.0625        0.25         1.5       -455.63702173       -471.04362696
      0.0625        0.25         2.0       -454.26842978       -466.20597888
      0.0625      0.3125        -1.0       -412.13591287       -467.29899106
      0.0625      0.3125        -0.5       -441.06408264       -474.55867104
      0.0625      0.3125         0.0       -455.56415711       -477.75641443
      0.0625      0.3125         0.5       -461.14626279       -477.65345417
      0.0625      0.3125         1.0       -461.82232276       -475.11471228
      0.0625      0.3125         1.5       -460.16293755       -470.95997192
      0.0625      0.3125         2.0        -457.2479057       -469.02924797
      0.0625       0.375        -1.0       -415.42030416       -466.15298048
      0.0625       0.375        -0.5       -449.73160779       -474.00498188
      0.0625       0.375         0.0       -464.94279543       -477.19470923
      0.0625       0.375         0.5       -468.96748398       -477.20368637
      0.0625       0.375         1.0       -467.93672606       -475.50566787
      0.0625       0.375         1.5       -465.03557504       -472.31967904
      0.0625       0.375         2.0       -460.84548359       -469.15489794
      0.0625      0.4375        -1.0       -385.92076566       -462.51156079
      0.0625      0.4375        -0.5        -433.1604282       -471.21524015
      0.0625      0.4375         0.0        -456.9247711       -475.56690496
      0.0625      0.4375         0.5       -465.15607625         -477.092032
      0.0625      0.4375         1.0       -465.67080466       -475.56888829
      0.0625      0.4375         1.5       -463.23698074       -472.76925507
      0.0625      0.4375         2.0       -459.61064621       -469.45357461
      0.0625         0.5        -1.0       -364.11337093       -459.79745255
      0.0625         0.5        -0.5       -412.86162167       -468.31366004
      0.0625         0.5         0.0       -440.17338203       -473.66519187
      0.0625         0.5         0.5         -453.337426       -475.64667733
      0.0625         0.5         1.0       -457.77742081       -474.84227907
      0.0625         0.5         1.5       -457.48019018       -471.85108611
      0.0625         0.5         2.0       -455.52667949       -470.19903806
      0.0625      0.5625        -1.0       -372.63987199       -464.02213438
      0.0625      0.5625        -0.5       -408.64103973       -471.12690204
      0.0625      0.5625         0.0       -432.85367686       -474.57918414
      0.0625      0.5625         0.5       -447.59961944       -475.38273506
      0.0625      0.5625         1.0       -454.15476707       -474.68705491
      0.0625      0.5625         1.5       -455.18598798        -471.4035203
      0.0625      0.5625         2.0       -453.99685257       -467.12719076
      0.0625       0.625        -1.0       -402.23810425       -466.87956756
      0.0625       0.625        -0.5       -431.85258801       -474.02506822
